"HH_ID"	"Member_Age_Orig"	"Member_ID"	"Member_Gender_Orig"	"HEIGHT"	"WEIGHT"	"Mod_act"	"Vig_act"
11165	14	3131	2	5.6	100	15	 
11165	13	4285	1	5.1	75	10	 
11171	42	1139	1	5.9	200	8	3
11171	41	3132	2	5.5	160	15	4
11171	11	4286	1	5	95	12	6
11171	8	5181	2	4.6	74	10	4
11182	60	1140	1	5.8	160	2	 
11182	53	3133	2	5.1	170	32	 
11187	37	1141	2	5.4	250	5	0
11187	9	3134	2	4.11	91	10	0
11200	63	1142	2	5.4	175	15	 
11200	65	3135	1	5.1	185	3	 
11202	64	1143	1	5.11	181	5	2
11202	64	3136	2	5.3	118	2	 
11209	26	1144	1	5.1	140	80	20
11209	23	3137	2	5.8	130	20	7
11214	68	1145	1	5.1	164	18	1
11214	65	3138	2	5.7	178	2	0
11215	49	6105	2	5.8	160	4	0
11223	36	1146	1	6.1	 	 	 
11223	33	3139	2	5.4	120	 	 
11223	3	4287	2	 	 	 	 
11223	1	5182	2	 	 	 	 
11227	58	1147	2	5.6	135	28	8
11237	85	1902	2	5.3	150	 	 
11238	80	6106	2	5.5	130	20	0
11240	48	1148	2	5.8	210	5	0
11240	47	3140	1	5.11	230	1	40
11240	17	4288	1	6.2	140	2	35
11240	12	5183	1	4.11	135	6	30
11242	45	6107	1	6	200	5	3
11242	44	6908	2	5.8	150	5	3
11242	11	7360	1	4.8	70	15	10
11242	6	7598	2	3.1	35	10	5
11245	64	6108	1	5.1	180	50	6
11245	59	6909	2	5.2	128	32	4
11250	77	6109	1	 	 	 	 
11250	 	6910	2	 	 	 	 
11250	 	7361	2	 	 	 	 
11264	76	6110	1	5.1	200	7	0
11264	77	6911	2	5.3	165	5	0
11265	47	6111	1	 	 	 	 
11265	49	6912	2	 	 	 	 
11265	18	7362	1	 	 	 	 
11265	14	7599	2	 	 	 	 
11267	44	6112	1	 	 	 	 
11267	44	6913	2	 	 	 	 
11267	11	7363	2	 	 	 	 
11267	12	7600	2	 	 	 	 
11268	37	1149	2	5.6	215	5	 
11268	39	3141	1	6.1	190	3	 
11268	12	4289	1	5	70	5	1
11268	4	4842	1	3.3	35	10	1
11268	2	4929	1	2.3	22	10	 
11268	10	5184	2	4.3	45	2	 
11270	42	1150	1	5.1	250	50	5
11270	36	3142	2	5.5	250	20	0
11270	1	4290	1	2.4	18	0	0
11273	44	1151	1	6	180	10	40
11273	42	3143	2	5.6	170	10	2
11273	16	4291	1	5.8	140	2	4
11273	14	5185	2	5	125	2	0
11276	68	6113	1	5.11	190	10	10
11276	69	6914	2	5	140	2	0
11277	57	1152	2	5.4	160	5	5
11277	57	5350	1	5.11	173	40	16
11280	33	1153	1	5.1	215	70	4
11280	32	3144	2	5.4	130	70	7
11280	8	4292	1	 	 	 	 
11280	3	4843	2	 	 	 	 
11280	5	5186	2	 	 	 	 
11287	69	1154	1	6.2	230	7	3
11287	64	3145	2	5.2	125	27	7
11294	39	6114	1	5.9	170	56	4
11294	38	6915	2	5.2	113	40	0
11294	12	7364	1	 	 	 	2
11294	10	7601	1	 	 	 	2
11294	6	7703	1	 	 	 	2
11295	31	1155	2	5.9	145	 	 
11295	31	3146	1	6.1	200	 	 
11295	8	4293	1	4.3	70	20	20
11295	6	5187	1	4.1	65	20	20
11305	32	1156	1	5.8	165	2	 
11305	33	3147	2	5.2	145	2	 
11305	2	4294	2	2	24	10	 
11308	 	6115	1	 	 	 	 
11308	 	7794	2	5.8	160	 	 
11308	 	7795	1	5.8	150	40	32
11308	 	7796	2	5	140	20	20
11311	42	6116	2	5.2	140	15	0
11311	9	6916	2	4	70	15	10
11311	 	7781	1	6	245	15	0
11312	56	1157	1	5.1	220	3	2
11312	55	3148	2	5.4	160	3	2
11317	57	6117	1	5.1	260	6	0
11317	61	6917	2	5.2	160	3	0
11319	57	6118	1	5.1	 	 	 
11319	50	6918	2	5.7	 	7	 
11322	37	1158	1	6	200	60	10
11322	34	3149	2	5.3	165	56	3
11322	9	4295	1	4.11	130	35	14
11322	5	4844	1	4	49	35	14
11322	7	5188	2	4	58	35	14
11331	63	1159	1	6.5	185	10	3
11331	62	3150	2	5.7	150	10	3
11332	58	5257	1	5.11	185	20	2
11332	 	5265	 	5.5	115	20	1
11335	54	6119	1	6.1	185	5	2
11335	44	6919	2	5.2	118	12	0
11335	19	7365	2	5.7	130	5	0
11335	18	7602	1	6	170	12	 
11336	43	1160	1	6.1	230	2	0
11336	43	3151	2	5.1	165	4	0
11336	11	4296	1	5.3	130	4	2
11336	8	5189	2	4.9	75	4	2
11342	12	1161	1	5	113	5	0
11342	7	3152	2	4.6	60	20	5
11342	 	4297	2	5.11	180	10	6
11353	59	1162	1	6.2	286	3	 
11353	54	3153	2	5.7	174	3	 
11376	36	1164	1	5.11	220	10	0
11376	32	3155	2	5.7	190	20	10
11376	4	4298	1	 	38	 	 
11376	2	5190	1	 	28	 	 
11387	61	6120	1	6	222	10	0
11387	57	6920	2	5.5	131	10	 
11389	50	1166	1	5.8	215	50	6
11389	55	3157	2	5.5	160	21	3
11402	46	6121	1	5.11	200	19	1
11402	46	6921	2	5.4	170	8	1
11419	54	1168	2	5.1	200	5	 
11419	23	3159	1	6.3	180	5	 
11421	54	1169	1	5.11	155	4	42
11421	50	3160	2	5.4	150	30	4
11421	19	4299	2	5.7	145	30	8
11421	4	5191	1	3.6	43	40	1
11427	48	6122	2	5.8	160	20	2
11427	 	7759	1	6.4	225	40	1
11427	 	7760	1	4.1	70	10	3
11427	 	7761	2	3.6	50	10	3
11429	35	1170	1	6.1	170	10	5
11429	35	3161	2	5.9	150	20	5
11429	5	4300	1	4.1	50	10	5
11429	3	4845	2	3.5	40	10	5
11429	3	5192	2	3.5	40	10	5
11432	51	6123	2	5.6	150	10	 
11432	 	6922	1	5.11	200	6	 
11432	 	7366	1	6.2	200	4	2
11434	62	6124	1	5.1	200	18	0
11434	61	6923	2	5.3	128	24	0
11436	49	6125	1	5.8	190	60	20
11436	45	6924	2	5.3	120	25	0
11438	52	6126	 	 	 	 	 
11438	58	6925	1	 	 	 	 
11446	 	6128	1	 	 	 	 
11446	32	6927	2	 	 	 	 
11446	 	7367	2	 	 	 	 
11446	 	7603	2	 	 	 	 
11446	 	7704	2	 	 	 	 
11449	 	6129	1	 	 	 	 
11449	32	6928	2	 	 	 	 
11458	49	1903	2	5.8	150	10	 
11458	50	3716	1	5.11	230	8	6
11458	19	4562	1	6.2	170	3	 
11460	25	1171	1	6.3	230	30	15
11460	20	3162	2	5.6	200	8	 
11460	0	4301	2	3.6	39	 	 
11480	52	6130	1	6	270	1	0
11480	51	6929	2	5.4	180	1	0
11480	20	7368	1	6.5	207	6	4
11484	51	1172	1	5.4	145	4	 
11484	46	3163	2	5.1	107	1	 
11484	22	4302	1	5.7	175	0	 
11484	18	5193	2	5	110	1	2
11489	60	1173	1	6	208	25	3
11489	59	3164	2	5.3	120	25	2
11495	67	1174	1	5.4	145	10	 
11495	67	3165	2	5.3	120	10	 
11499	45	1175	1	6.3	245	3	2
11499	45	3166	2	5.7	150	4	0
11499	15	4303	1	6.2	180	3	10
11499	12	5194	2	5	100	3	10
11508	38	6131	1	6.1	180	0	0
11508	38	6930	2	5.8	165	10	 
11508	8	7369	1	4.2	50	10	 
11509	50	1176	1	5.6	203	50	6
11509	49	3167	2	5.4	210	30	30
11509	15	4304	1	5.7	185	20	10
11509	28	5195	1	5.7	240	35	 
11527	65	1177	2	5.4	145	25	3
11527	73	5351	1	5.9	185	20	4
11528	53	1178	2	5	135	6	 
11528	18	3168	2	5.4	130	4	 
11528	14	4305	2	5.8	125	8	 
11536	52	1904	2	5.2	98	2	1
11536	19	3717	1	5.9	130	2	1
11536	17	4563	1	5.1	150	1	2
11536	52	5352	1	5.1	165	1	2
11537	47	1179	1	6	185	20	20
11537	44	3169	2	5.4	100	25	4
11537	9	4306	2	4.5	51	20	6
11537	7	5196	1	4	39	20	20
11547	47	6132	1	5.11	215	5	2
11548	56	6133	1	5.1	210	10	10
11548	48	6931	2	5.4	140	15	 
11548	21	7370	2	5.4	115	10	 
11548	19	7604	2	5.3	115	10	5
11549	37	6134	1	6.2	280	3	0
11549	35	6932	2	5.5	270	0	0
11549	1	7371	2	5.4	145	3	0
11549	11	7605	2	5.2	165	3	0
11549	7	7705	2	4.3	70	3	0
11552	55	1180	1	5.9	215	4	0
11552	53	3170	2	5.1	118	3	0
11558	41	1181	1	6.1	175	3	3
11558	41	3171	2	5	118	6	7
11558	12	4307	2	5.1	81	7	4
11564	29	6135	1	6.5	230	5	3
11564	37	6933	2	5.6	150	7	1
11564	1	7372	1	1.9	24	14	0
11571	71	1182	1	5.8	200	30	 
11580	46	6136	1	6.1	210	12	4
11580	51	6934	2	5.3	140	6	2
11580	25	7373	1	5.6	150	12	6
11582	56	6137	1	 	 	9	9
11582	 	6935	2	 	 	9	9
11586	42	1183	1	6	205	5	2
11586	39	3172	2	5.4	145	5	4
11586	9	4308	2	4	86	5	6
11588	49	1184	1	6.4	245	20	0
11588	43	3173	2	5.7	170	20	0
11588	15	4309	1	6.2	190	40	10
11588	8	4846	1	4.5	85	40	10
11588	12	5197	2	5	110	40	10
11598	70	5384	1	6	370	10	 
11598	 	5392	2	5	135	30	 
11598	 	5395	1	6	195	70	 
11603	75	6138	1	5.1	231	30	0
11603	70	6936	2	5	140	32	0
11622	83	1185	2	5.5	138	12	4
11623	65	1186	1	5.11	185	4	4
11623	63	3174	2	5.4	168	2	4
11624	75	6139	2	5.1	130	40	25
11624	 	7782	1	5.7	135	40	 
11628	74	6140	2	5.7	210	4	0
11629	60	1187	1	6.2	240	10	 
11629	59	3175	2	5.7	150	30	 
11633	66	1188	2	5.6	145	14	 
11633	75	3176	1	6	180	7	 
11634	82	6141	1	6.4	160	40	0
11634	75	6937	2	5.6	120	30	0
11637	55	1905	2	5.4	145	4	 
11637	22	2331	2	5.2	100	2	4
11637	26	3718	1	5.5	145	2	 
11637	23	4564	2	5.5	125	20	20
11637	 	4900	1	5.6	180	 	4
11639	79	1189	1	5.1	220	14	 
11639	66	3177	2	5.5	200	10	4
11640	58	6142	1	6.1	208	45	 
11640	50	6938	2	5.6	145	25	 
11648	 	6143	 	5.1	132	 	 
11650	82	1190	1	5.9	170	5	 
11654	70	6144	2	 	 	 	 
11654	70	6939	1	5.1	245	6	1
11654	57	7374	2	 	 	 	 
11657	78	6145	1	6.3	300	20	0
11668	80	6146	2	5.4	180	5	0
11668	84	7783	1	5.4	185	5	0
11676	79	1191	2	5.5	275	2	 
11678	26	6147	2	5.9	175	12	3
11678	26	6940	1	5.9	170	12	3
11679	80	1192	1	5.4	160	14	3
11679	76	3178	2	5.2	115	14	3
11680	77	1193	1	5.9	187	17	 
11680	73	3179	2	5.4	 	17	 
11705	72	6148	1	5.9	168	20	6
11705	 	7784	2	5	127	20	6
11706	56	1906	1	5.1	180	2	 
11706	21	2332	2	5.8	175	 	3
11706	55	3719	2	5.7	200	4	1
11706	21	4565	1	6	180	 	3
11710	61	1194	1	6.3	212	12	6
11734	48	1195	2	5.4	115	8	 
11734	48	3180	1	5.1	180	10	 
11736	41	1196	1	5.11	160	4	4
11737	60	1197	1	6.1	215	8	10
11737	57	3181	2	5.3	155	4	2
11737	30	4310	2	5.5	135	4	2
11737	3	5198	1	 	 	 	 
11740	74	1198	1	5.8	172	 	 
11751	67	1199	1	5.2	185	 	 
11769	54	1200	2	5.9	190	15	0
11771	71	1201	1	6	255	0	0
11771	71	3182	2	5.5	190	4	4
11779	81	1202	1	5.1	160	8	 
11779	79	3183	2	5	146	8	 
11785	63	1203	2	5	110	40	 
11785	 	3184	1	6	180	20	 
11787	50	1204	2	5.8	160	5	2
11788	73	1205	1	5.8	140	60	 
11788	69	3185	2	5	106	56	 
11798	45	1206	2	5.8	180	35	5
11798	48	3186	1	6	240	 	 
11801	46	1207	1	6.1	190	5	2
11801	37	3187	2	5.9	160	2	0
11801	17	4311	1	5.1	170	10	2
11801	6	5199	2	4.6	45	5	0
11802	73	1208	1	5.1	200	30	7
11802	70	3188	2	5.5	160	50	 
11812	49	1209	1	6.4	200	40	10
11812	53	3189	2	5.5	163	20	2
11812	14	4312	1	5.4	140	10	5
11816	71	1210	2	5.2	105	12	0
11824	55	1907	1	6	210	2	 
11834	91	5385	1	5.7	160	2	0
11834	87	5393	2	5.4	115	3	0
11840	64	1908	1	6	 	2	0
11840	61	3720	2	5.3	 	2	0
11843	60	6150	2	5.4	 	4	0
11847	65	6151	1	6	210	 	4
11847	65	6942	2	5.5	190	1	 
11854	84	1211	2	5	125	30	0
11861	33	1909	1	5.11	195	2	2
11863	60	6152	2	5.2	186	28	0
11869	71	1910	1	5.1	200	5	2
11869	70	3721	2	5.6	170	6	2
11877	50	6153	1	6	185	10	1
11878	58	1213	2	5.2	90	84	5
11880	77	1214	2	5.1	120	10	 
11883	42	2037	2	5.4	191	15	1
11883	19	3825	2	5.2	138	15	5
11883	18	4621	1	6.2	157	15	5
11895	85	1215	1	5.1	168	 	 
11897	31	6154	1	5.9	170	20	4
11897	30	6943	2	5.7	145	3	2
11898	15	2038	2	5.11	120	2	 
11898	37	3826	2	5.11	145	1	 
11898	44	4622	1	6.2	180	1	 
11898	13	4729	1	5.7	110	2	 
11898	11	4913	 	5.3	100	2	 
11898	9	4952	2	4.8	90	2	 
11898	7	5230	 	4	50	2	 
11898	5	5237	1	 	45	2	 
11898	3	7798	2	 	 	 	 
11903	46	1216	2	5.6	180	20	1
11903	41	3190	1	5.1	220	15	1
11905	79	6155	2	5.1	175	2	0
11906	46	1217	2	5.4	136	6	3
11906	19	3191	2	5.3	120	3	0
11909	50	1218	 	 	 	3	7
11909	 	3192	 	 	 	4	3
11914	49	2039	2	5.4	142	10	0
11914	16	3827	1	5.1	170	5	0
11914	13	4623	1	5.11	170	7	0
11917	54	1219	1	5.6	130	5	0
11923	28	1220	2	5.6	135	8	8
11923	28	3193	1	5.9	155	8	15
11929	60	1221	1	5.8	150	16	10
11929	60	3194	2	5.5	125	20	2
11930	30	1222	1	5.9	200	30	5
11930	2	3195	1	2	25	40	40
11931	56	1223	1	5.11	200	20	6
11931	 	3196	2	 	 	22	 
11933	56	6156	1	6.2	210	22	2
11933	55	6944	2	5.2	115	21	2
11937	46	1224	1	6	180	20	5
11937	46	3197	2	5.7	240	15	 
11937	8	4313	2	4.4	52	20	2
11942	 	6157	2	4.8	150	1	3
11942	90	7785	1	4.4	100	3	0
11943	52	1225	2	5.8	180	7	3
11943	88	3198	2	5.2	124	7	0
11947	35	1911	1	6.2	192	4	1
11947	34	3722	2	5.7	140	14	0
11947	3	4566	1	3.5	37	40	0
11954	79	6158	1	5.9	160	100	 
11954	77	6945	2	5.5	155	100	 
11963	31	1226	1	6.2	188	3	0
11963	28	3199	2	5.8	185	3	3
11971	50	1227	2	5.2	145	20	2
11987	51	1228	2	5.8	175	10	 
11987	44	3200	1	5.9	145	5	 
11988	60	1229	2	5.8	180	70	10
11998	74	1230	2	4.11	125	28	 
11999	57	1231	1	5.1	185	5	 
11999	46	3201	2	5.2	180	2	 
11999	24	4314	2	5.2	110	2	2
11999	16	4847	1	5.1	165	1	5
11999	18	5200	2	5	100	1	5
12001	38	6159	1	6	200	3	2
12001	36	6946	2	5.8	 	 	 
12001	4	7375	2	 	 	 	 
12001	4	7606	2	 	 	 	 
12003	75	6160	1	 	 	 	 
12003	65	6947	2	 	 	 	 
12004	27	1232	2	5.9	155	6	1
12004	27	3202	1	6.1	170	6	1
12018	70	1233	1	5.11	200	10	 
12018	67	3203	2	5.1	250	10	 
12021	56	6161	1	6.1	260	40	40
12021	47	6948	2	5.8	230	80	 
12021	23	7376	2	5.4	150	80	 
12021	28	7607	1	5.9	160	80	10
12021	21	7706	2	5	130	80	20
12031	45	6162	1	 	 	 	 
12031	49	6949	2	 	 	 	 
12040	39	6163	1	 	 	 	 
12040	37	6950	2	 	 	 	 
12040	13	7377	1	 	 	 	 
12040	8	7608	1	 	 	 	 
12043	85	1234	1	5.6	156	12	 
12053	34	1237	2	5.9	165	4	0
12057	65	1238	1	5.9	175	40	8
12057	64	3205	2	5.4	 	42	13
12061	60	1239	1	5.11	182	10	 
12061	59	3206	2	 	 	 	 
12063	82	6165	1	 	 	 	 
12068	38	1240	2	5.9	185	4	2
12068	17	3207	1	6	148	18	10
12068	13	4315	1	5.1	101	50	20
12068	11	5201	2	4.1	98	10	3
12068	41	5353	1	6.2	225	6	1
12070	71	6166	2	5.1	195	25	0
12070	51	6952	2	5.7	145	5	 
12072	62	1912	1	5.9	180	10	3
12072	63	3723	2	5.2	185	20	10
12081	 	6167	1	5.6	 	22	36
12081	62	6953	2	4.9	 	20	10
12090	70	1241	1	5.1	195	7	 
12090	70	3208	2	5.3	185	10	 
12092	29	6168	1	 	 	 	 
12092	 	7762	2	 	 	 	 
12095	60	6169	1	6	195	5	5
12095	56	6954	2	5.2	119	5	5
12100	67	1242	1	 	 	 	 
12100	63	3209	2	 	 	 	 
12111	71	1243	2	5.1	160	7	 
12119	63	6170	1	5.7	160	20	 
12119	61	6955	2	5.3	155	10	 
12121	 	6171	2	5.3	 	3	 
12121	66	6956	1	5.7	 	3	 
12133	65	6172	1	5.9	190	30	8
12133	63	6957	2	5.4	150	30	 
12142	28	1244	2	5.1	110	40	0
12142	6	3210	2	3.1	36	28	0
12142	5	4316	1	3.6	39	28	0
12142	3	5202	2	3.1	26	28	0
12142	42	5354	1	5.8	185	60	4
12151	69	1245	1	6	210	28	14
12151	60	3211	2	5.8	200	28	7
12154	61	1246	1	6	235	20	 
12154	55	3212	2	5.9	145	20	 
12161	53	1913	2	5.4	137	20	20
12161	78	5355	 	4.11	90	 	 
12162	54	1247	1	5.9	190	6	2
12162	 	3213	2	5.5	230	3	1
12162	 	4317	1	5.4	135	8	1
12162	 	5203	2	5	90	8	2
12173	65	1248	2	6.4	255	40	15
12177	56	1249	1	5.1	275	3	2
12177	55	3214	2	5.11	265	1	2
12195	83	1250	1	5.9	178	 	 
12195	83	3215	2	5.3	134	 	 
12199	49	6173	1	5.1	160	15	5
12199	47	6958	2	5.3	150	10	 
12199	23	7378	2	5.3	110	10	3
12200	58	1251	1	6.1	200	11	 
12200	58	3216	2	5.6	130	7	 
12213	68	6175	1	6.1	234	21	 
12213	67	6960	2	5.7	145	56	4
12218	61	6176	2	5.4	145	50	20
12218	61	6961	1	6	260	20	10
12239	44	6178	2	5.5	135	5	4
12239	19	6963	1	6	170	5	5
12239	18	7379	1	6	162	5	5
12247	 	6179	1	 	 	 	 
12247	57	6964	2	 	 	 	 
12247	 	7380	2	 	 	 	 
12248	57	1254	2	5.4	156	20	 
12253	68	1255	1	6	201	5	3
12253	65	3219	2	5.7	138	8	0
12254	76	1256	1	5.1	200	24	0
12254	52	3220	1	5.11	180	12	0
12254	51	4318	2	5.5	135	48	0
12257	86	1257	2	5.4	150	15	 
12261	55	1258	2	5.4	130	3	1
12261	50	3221	1	6.2	220	3	2
12265	70	1259	2	5.5	130	4	 
12268	87	6180	2	4.2	150	 	 
12270	73	1260	1	6.2	210	10	10
12270	67	3222	2	5.7	140	15	10
12272	 	5403	1	 	 	 	 
12272	 	7802	 	 	 	 	 
12276	66	1261	2	 	 	 	 
12276	43	3223	2	 	 	 	 
12276	43	4319	2	 	 	 	 
12280	54	6181	1	 	 	 	 
12280	52	6965	2	 	 	 	 
12280	19	7381	2	 	 	 	 
12280	15	7609	2	 	 	 	 
12282	70	6182	1	6.1	210	5	 
12282	68	6966	2	5.5	155	5	 
12306	51	6183	1	 	 	 	 
12306	50	6967	2	 	 	 	 
12307	49	1263	2	5	130	5	 
12307	 	3224	2	5.3	130	6	 
12307	 	4320	2	5.5	160	4	 
12307	 	5204	2	5.1	120	3	 
12328	64	6184	1	5.7	220	20	4
12330	56	1264	1	5.9	185	3	3
12330	54	3225	2	5.4	130	3	3
12336	45	6185	1	6.2	210	55	3
12336	16	6968	1	5.11	165	30	1
12336	16	7382	1	5.7	115	10	 
12339	71	1265	1	6.2	280	 	 
12339	 	3226	2	5.8	140	15	0
12339	 	4321	1	5.11	 	 	 
12341	57	6186	1	5.1	200	25	10
12341	53	6969	2	5.7	150	10	 
12341	26	7383	2	5.7	135	10	5
12342	77	6187	2	 	 	1	 
12347	34	6188	1	6.2	268	2	1
12347	34	6970	2	5.5	145	3	5
12347	6	7384	1	 	 	15	0
12349	46	6189	1	5.1	235	7	0
12349	55	6971	2	5.5	190	7	0
12350	81	6190	1	5.9	200	3	 
12361	75	6191	2	5.6	170	20	2
12361	62	6972	1	6	230	20	6
12365	 	6192	2	 	 	 	 
12367	54	6193	2	5.1	160	4	1
12367	55	6973	1	5.8	190	4	2
12378	73	1266	1	5.8	157	4	0
12378	68	3227	2	5.5	132	14	0
12382	48	6194	1	5.1	245	24	24
12382	46	6974	2	5.4	135	40	 
12382	22	7385	2	5.4	170	24	 
12382	18	7610	2	5.1	120	20	6
12382	11	7707	2	4.1	110	20	6
12386	80	1267	1	5.11	180	1	0
12387	78	6195	1	5.1	180	7	 
12397	59	1268	1	5.11	195	15	5
12397	59	3228	2	5.4	130	20	5
12398	62	1269	1	5.1	174	 	 
12398	61	3229	2	5.6	 	 	 
12399	79	1270	2	5.1	145	 	 
12399	82	3230	1	5	147	2	 
12404	83	1271	1	6.1	230	7	 
12416	91	6196	1	 	 	 	 
12416	90	6975	2	 	 	 	 
12423	55	1272	2	5.6	175	4	2
12423	56	5356	1	5.8	170	8	3
12426	70	1273	2	5.6	160	10	0
12427	52	1274	1	5.11	170	30	25
12434	79	6197	1	6	185	25	5
12436	50	1275	1	5.7	250	5	2
12436	45	3231	2	5.4	200	5	0
12436	14	4322	1	5.6	220	20	5
12436	11	5205	1	5	140	20	5
12439	58	1276	2	 	 	 	 
12441	76	1277	2	5.2	150	10	 
12446	54	1278	1	6	175	20	2
12446	39	3232	2	5.11	165	5	10
12447	55	1279	2	5.2	118	1	 
12447	20	3233	2	5.2	122	3	 
12455	75	1280	1	5.8	190	14	 
12458	58	6198	2	5.7	 	5	1
12458	 	6976	1	5.8	180	6	2
12461	47	2040	1	6.5	250	5	 
12461	46	3828	2	5.8	 	2	 
12461	11	4624	2	 	 	 	 
12461	8	4730	1	 	 	 	 
12466	21	1281	2	5.3	137	8	5
12466	46	5357	2	5.4	177	10	7
12469	75	1282	2	5	150	30	3
12471	64	1283	2	5.7	139	5	0
12480	74	1285	1	5.6	153	25	6
12480	70	3235	2	5.5	140	25	4
12483	48	1286	1	5.9	172	5	2
12483	46	3236	2	5.4	125	10	0
12483	13	4323	1	5.3	111	1	1
12486	47	1287	1	6.1	180	30	15
12486	39	3237	2	5.1	135	30	8
12486	11	4324	2	4.1	78	20	8
12488	77	1288	1	5.9	164	4	3
12488	77	3238	2	5.4	 	5	1
12497	69	1289	1	5.9	157	28	0
12497	64	3239	2	5.2	130	14	0
12499	77	6199	2	5.9	330	2	 
12500	49	1290	2	5.6	145	10	 
12501	75	1291	1	6	212	20	5
12501	74	3240	2	5.4	140	10	0
12502	 	6200	2	5.1	156	2	2
12502	70	6977	1	 	 	 	 
12504	82	1914	1	5.7	132	 	 
12504	80	3724	2	5	184	6	 
12514	 	6201	1	5.7	180	1	 
12515	64	1915	1	6.1	200	20	10
12515	62	3725	2	5.6	140	30	15
12517	66	1292	1	5.9	166	60	27
12517	64	3241	2	5.4	118	30	6
12524	73	1293	2	5.5	150	10	0
12530	49	1294	2	5.2	105	5	0
12530	22	3242	2	5.5	115	10	10
12530	19	4325	1	6.1	180	2	0
12531	68	1916	1	5.7	214	35	 
12531	38	3726	1	6.1	230	60	 
12531	64	4567	2	5.5	164	30	 
12532	48	6202	2	5.8	290	4	 
12532	58	6978	1	6.1	310	4	 
12543	31	1295	1	5.1	160	2	 
12543	41	3243	2	5.6	200	2	2
12543	5	4326	1	4	65	2	 
12543	3	5206	2	3.6	35	2	 
12545	71	6203	1	5.7	149	40	 
12545	69	6979	2	5	151	40	 
12546	69	1296	1	5.7	170	30	 
12546	65	3244	2	5.1	195	5	 
12552	55	1297	1	5.1	285	5	40
12552	55	3245	2	5.1	122	20	40
12552	23	4327	1	5.7	180	20	0
12552	5	4848	2	3	36	60	0
12552	1	4930	2	2	22	30	0
12552	25	5207	2	5.3	180	20	0
12555	48	6204	1	5.11	215	3	2
12555	47	6980	2	5.9	185	4	1
12555	17	7386	2	5.6	137	2	5
12555	15	7611	2	5.5	158	4	1
12557	77	1298	1	5.11	210	4	 
12557	75	3246	2	5.1	140	4	 
12559	53	6205	1	6.3	220	6	0
12559	50	6981	2	5.2	160	3	0
12559	25	7387	1	6	170	4	2
12565	56	1299	1	6.1	220	10	5
12565	57	3247	2	5.8	160	7	5
12572	45	6206	2	 	 	 	 
12572	46	6982	1	 	 	 	 
12572	22	7388	1	 	 	 	 
12573	43	1917	1	6.1	190	10	0
12573	11	2333	1	5.2	120	11	 
12573	49	3727	2	5.4	176	12	0
12573	14	4568	2	5.5	150	10	0
12578	30	1918	2	5.7	150	2	0
12578	35	3728	1	6	210	4	0
12578	2	4569	2	 	 	 	 
12579	60	1300	1	5.11	220	15	5
12579	58	3248	2	5.6	160	10	0
12585	53	6207	1	6.6	220	10	1
12586	80	6208	1	5.8	185	20	 
12586	74	6983	2	5.7	170	15	 
12591	39	6209	1	5.1	190	15	5
12591	37	6984	2	5.2	150	10	0
12591	17	7389	2	5.6	180	10	10
12591	7	7612	1	4	65	15	10
12592	75	6210	1	5.9	225	20	 
12592	74	6985	2	5.5	160	20	 
12593	72	6211	2	5.4	140	5	3
12593	73	6986	1	5.8	166	4	3
12599	32	6212	1	5.1	170	15	11
12601	39	1303	1	5.7	155	8	3
12604	65	1304	1	6.2	190	10	0
12604	62	3249	2	5.4	120	10	0
12613	61	1305	1	5.7	195	30	 
12613	56	3250	2	5.4	130	20	 
12615	66	1306	1	6	185	3	1
12615	62	3251	2	5.5	135	20	0
12617	68	1307	2	5.7	155	14	0
12620	45	1919	1	6.2	195	3	1
12620	15	2334	2	5.7	128	5	8
12620	47	3729	2	5.8	148	10	4
12620	17	4570	2	5.6	140	5	8
12620	14	4901	1	5.11	150	5	8
12620	11	4950	2	5.1	62	 	 
12620	7	5228	1	4.6	58	 	 
12621	72	1308	1	5.1	174	 	 
12625	29	6213	1	6.2	195	4	4
12625	32	6987	2	5.9	120	4	4
12628	57	1309	1	6	205	5	0
12628	45	3252	2	5.7	155	3	0
12629	64	1310	1	6.2	200	10	 
12629	60	3253	2	5.7	130	10	 
12633	33	1311	2	5.7	140	17	2
12633	33	3254	1	6	135	12	0
12641	67	6215	1	6.7	250	5	 
12641	64	6988	2	5.11	 	5	 
12642	67	1312	2	5.6	125	20	 
12647	49	1313	1	5.7	240	40	4
12647	49	3255	2	5.4	180	15	 
12652	88	1314	1	5.1	195	30	5
12654	36	6216	1	6.1	320	8	2
12654	37	6989	2	5.6	180	12	0
12654	10	7390	1	5	90	12	4
12654	8	7613	1	4.8	75	12	4
12654	5	7708	1	3.2	53	16	 
12654	2	7737	1	2.8	32	16	 
12672	60	1920	1	5.1	155	15	5
12672	41	3730	2	5.7	140	15	 
12675	27	1315	2	5.6	190	10	 
12675	6	3256	1	3.6	55	 	 
12675	3	4328	1	3.9	40	 	 
12675	0.06	5208	2	1.6	8	 	 
12675	30	5358	1	6.1	185	8	 
12679	40	6217	1	5.7	190	 	40
12679	40	6990	2	5.3	120	30	 
12679	10	7391	2	5.4	60	 	25
12679	7	7614	1	3.7	50	 	10
12682	 	6218	2	4.11	175	10	4
12682	16	6991	1	5.9	215	8	12
12682	13	7392	2	4.1	110	8	6
12684	43	6219	1	5.11	180	5	2
12684	42	6992	2	5.3	120	5	 
12684	16	7393	1	5.9	150	5	10
